abu_program_key,peer_program_key,relation,peer_university,peer_program_code
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,ANKARA MEDİPOL ÜNİVERSİTESİ,209210039
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090119
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,ANKARA ÜNİVERSİTESİ,101100584
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,BAŞKENT ÜNİVERSİTESİ (ANKARA),200651609
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,GAZİ ÜNİVERSİTESİ (ANKARA),104151003
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,HACETTEPE ÜNİVERSİTESİ (ANKARA),104850652
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209100108
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,UFUK ÜNİVERSİTESİ (ANKARA),205850278
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),207950125
BILGISAYAR PROGRAMCILIGI,BILGISAYAR PROGRAMCILIGI,same,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190062
BILGISAYAR PROGRAMCILIGI,SIBER GUVENLIK ANALISTLIGI VE OPERATORLUGU,similar,ANKARA ÜNİVERSİTESİ,101190675
BILGISAYAR PROGRAMCILIGI,WEB TASARIMI VE KODLAMA,similar,ANKARA ÜNİVERSİTESİ,101190612
BILGISAYAR PROGRAMCILIGI,BILISIM GUVENLIGI TEKNOLOJISI,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104190553
BILGISAYAR PROGRAMCILIGI,BILISIM GUVENLIGI TEKNOLOJISI,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209100122
BILGISAYAR PROGRAMCILIGI,BILISIM GUVENLIGI TEKNOLOJISI,similar,UFUK ÜNİVERSİTESİ (ANKARA),205850540
BILISIM GUVENLIGI TEKNOLOJISI,BILISIM GUVENLIGI TEKNOLOJISI,same,GAZİ ÜNİVERSİTESİ (ANKARA),104190553
BILISIM GUVENLIGI TEKNOLOJISI,BILISIM GUVENLIGI TEKNOLOJISI,same,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209100122
BILISIM GUVENLIGI TEKNOLOJISI,BILISIM GUVENLIGI TEKNOLOJISI,same,UFUK ÜNİVERSİTESİ (ANKARA),205850540
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210039
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090119
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,ANKARA ÜNİVERSİTESİ,101100584
BILISIM GUVENLIGI TEKNOLOJISI,SIBER GUVENLIK ANALISTLIGI VE OPERATORLUGU,similar,ANKARA ÜNİVERSİTESİ,101190675
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200651609
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104151003
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104850652
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209100108
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,UFUK ÜNİVERSİTESİ (ANKARA),205850278
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA),207950125
BILISIM GUVENLIGI TEKNOLOJISI,BILGISAYAR PROGRAMCILIGI,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190062
BUSINESS_ADMIN,BUSINESS_ADMIN,same,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111710457
BUSINESS_ADMIN,BUSINESS_ADMIN,same,ANKARA MEDİPOL ÜNİVERSİTESİ,209200374
BUSINESS_ADMIN,BUSINESS_ADMIN,same,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,110910095
BUSINESS_ADMIN,BUSINESS_ADMIN,same,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010183
BUSINESS_ADMIN,BUSINESS_ADMIN,same,ANKARA ÜNİVERSİTESİ,101190745
BUSINESS_ADMIN,BUSINESS_ADMIN,same,ATILIM ÜNİVERSİTESİ (ANKARA),200290166
BUSINESS_ADMIN,BUSINESS_ADMIN,same,BAŞKENT ÜNİVERSİTESİ (ANKARA),200610321
BUSINESS_ADMIN,BUSINESS_ADMIN,same,HACETTEPE ÜNİVERSİTESİ (ANKARA),104810432
BUSINESS_ADMIN,BUSINESS_ADMIN,same,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410212
BUSINESS_ADMIN,BUSINESS_ADMIN,same,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209100157
BUSINESS_ADMIN,BUSINESS_ADMIN,same,TED ÜNİVERSİTESİ (ANKARA),206700122
BUSINESS_ADMIN,BUSINESS_ADMIN,same,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205410308
BUSINESS_ADMIN,BUSINESS_ADMIN,same,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710526
BUSINESS_ADMIN,BUSINESS_ADMIN,same,UFUK ÜNİVERSİTESİ (ANKARA),205810234
BUSINESS_ADMIN,BUSINESS_ADMIN,same,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201110517
BUSINESS_ADMIN,BUSINESS_ADMIN,same,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202110726
BUSINESS_ADMIN,MALIYE,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111710475
BUSINESS_ADMIN,MIS,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111790346
BUSINESS_ADMIN,ULUSLARARASI TICARET VE FINANSMAN,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111790327
BUSINESS_ADMIN,MIS,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210065
BUSINESS_ADMIN,ULUSLARARASI TICARET VE FINANSMAN,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210063
BUSINESS_ADMIN,MALIYE,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010095
BUSINESS_ADMIN,MIS,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010217
BUSINESS_ADMIN,ULUSLARARASI TICARET VE ISLETMECILIK,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010192
BUSINESS_ADMIN,ULUSLARARASI TICARET VE LOJISTIK,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090095
BUSINESS_ADMIN,MALIYE,similar,ANKARA ÜNİVERSİTESİ,101190752
BUSINESS_ADMIN,MIS,similar,ANKARA ÜNİVERSİTESİ,101190521
BUSINESS_ADMIN,MALIYE,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200211402
BUSINESS_ADMIN,ULUSLARARASI TICARET VE LOJISTIK,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210785
BUSINESS_ADMIN,MIS,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200610781
BUSINESS_ADMIN,ULUSLARARASI TICARET VE FINANSMAN,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690502
BUSINESS_ADMIN,MIS,similar,GAZİ ÜNİVERSİTESİ (ANKARA),104190568
BUSINESS_ADMIN,MALIYE,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104810441
BUSINESS_ADMIN,EKONOMI,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110042
BUSINESS_ADMIN,MIS,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110044
BUSINESS_ADMIN,ULUSLARARASI TICARET VE FINANSMAN,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110138
BUSINESS_ADMIN,MIS,similar,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205400164
BUSINESS_ADMIN,MIS,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205750158
BUSINESS_ADMIN,MIS,similar,UFUK ÜNİVERSİTESİ (ANKARA),205810349
BUSINESS_ADMIN,ULUSLARARASI TICARET VE FINANSMAN,similar,UFUK ÜNİVERSİTESİ (ANKARA),205850544
BUSINESS_ADMIN,MIS,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190060
BUSINESS_ADMIN,ULUSLARARASI TICARET VE FINANSMAN,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190058
COMPUTER_ENG,COMPUTER_ENG,same,ANKARA MEDİPOL ÜNİVERSİTESİ,209200444
COMPUTER_ENG,COMPUTER_ENG,same,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010032
COMPUTER_ENG,COMPUTER_ENG,same,ANKARA ÜNİVERSİTESİ,101110581
COMPUTER_ENG,COMPUTER_ENG,same,ATILIM ÜNİVERSİTESİ (ANKARA),200210325
COMPUTER_ENG,COMPUTER_ENG,same,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690872
COMPUTER_ENG,COMPUTER_ENG,same,GAZİ ÜNİVERSİTESİ (ANKARA),104110624
COMPUTER_ENG,COMPUTER_ENG,same,HACETTEPE ÜNİVERSİTESİ (ANKARA),104800535
COMPUTER_ENG,COMPUTER_ENG,same,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410336
COMPUTER_ENG,COMPUTER_ENG,same,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110066
COMPUTER_ENG,COMPUTER_ENG,same,TED ÜNİVERSİTESİ (ANKARA),206700143
COMPUTER_ENG,COMPUTER_ENG,same,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205410326
COMPUTER_ENG,COMPUTER_ENG,same,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205710623
COMPUTER_ENG,COMPUTER_ENG,same,TÜRK-JAPON BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,113200101
COMPUTER_ENG,COMPUTER_ENG,same,UFUK ÜNİVERSİTESİ (ANKARA),205850710
COMPUTER_ENG,COMPUTER_ENG,same,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201110544
COMPUTER_ENG,COMPUTER_ENG,same,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),202110735
COMPUTER_ENG,YAPAY ZEKA DESTEKLI TASARIM VE ANIMASYON,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209200178
COMPUTER_ENG,YAPAY ZEKA DESTEKLI WEB TASARIMI VE KODLAMA,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209200192
COMPUTER_ENG,SOFTWARE_ENG,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090116
COMPUTER_ENG,BILGISAYAR BILIMLERI,similar,ANKARA ÜNİVERSİTESİ,101190633
COMPUTER_ENG,SOFTWARE_ENG,similar,ANKARA ÜNİVERSİTESİ,101190584
COMPUTER_ENG,YAPAY ZEKA VE VERI MUHENDISLIGI,similar,ANKARA ÜNİVERSİTESİ,101190577
COMPUTER_ENG,INFO_SYS_ENG,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210352
COMPUTER_ENG,SOFTWARE_ENG,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210564
COMPUTER_ENG,AI_ENG,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690899
COMPUTER_ENG,YAPAY ZEKA VE VERI MUHENDISLIGI,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104800542
COMPUTER_ENG,AI_ENG,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110131
COMPUTER_ENG,SOFTWARE_ENG,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110040
COMPUTER_ENG,SOFTWARE_ENG,similar,TED ÜNİVERSİTESİ (ANKARA),206710459
COMPUTER_ENG,AI_ENG,similar,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),205490117
COMPUTER_ENG,SOFTWARE_ENG,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205750169
COMPUTER_ENG,YAPAY ZEKA OPERATORLUGU,similar,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),205700115
COMPUTER_ENG,BILGISAYAR BILIMLERI,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190104
COMPUTER_ENG,SOFTWARE_ENG,similar,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190054
E TICARET VE PAZARLAMA,E TICARET VE PAZARLAMA,same,ATILIM ÜNİVERSİTESİ (ANKARA),200290278
E TICARET VE PAZARLAMA,E TICARET VE PAZARLAMA,same,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209110035
E TICARET VE PAZARLAMA,E TICARET VE PAZARLAMA,same,ÇANKAYA ÜNİVERSİTESİ (ANKARA),201190076
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111710457
E TICARET VE PAZARLAMA,HALKLA ILISKILER VE TANITIM,similar,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,111710509
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209200374
E TICARET VE PAZARLAMA,HALKLA ILISKILER VE REKLAMCILIK,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210085
E TICARET VE PAZARLAMA,PAZARLAMA,similar,ANKARA MEDİPOL ÜNİVERSİTESİ,209210090
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,110910095
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110010183
E TICARET VE PAZARLAMA,HALKLA ILISKILER VE REKLAMCILIK,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090263
E TICARET VE PAZARLAMA,ISLETME YONETIMI,similar,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,110090026
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,ANKARA ÜNİVERSİTESİ,101190745
E TICARET VE PAZARLAMA,HALKLA ILISKILER VE TANITIM,similar,ANKARA ÜNİVERSİTESİ,101110563
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200290166
E TICARET VE PAZARLAMA,HALKLA ILISKILER VE REKLAMCILIK,similar,ATILIM ÜNİVERSİTESİ (ANKARA),200210149
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200610321
E TICARET VE PAZARLAMA,HALKLA ILISKILER VE TANITIM,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200690536
E TICARET VE PAZARLAMA,ISLETME YONETIMI,similar,BAŞKENT ÜNİVERSİTESİ (ANKARA),200600430
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,HACETTEPE ÜNİVERSİTESİ (ANKARA),104810432
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),108410212
E TICARET VE PAZARLAMA,BUSINESS_ADMIN,similar,OSTİM TEKNİK ÜNİVERSİTESİ (ANKARA),209100157
